Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN
 Bullet tournament ,Joaozinho,wqweto,1-0,2016.06.30,22:02:21,1867,1363,2,-2,B06,Modern Defense: Norwegian Defense,60+0,Normal,1. d4 { [%eval 0.18] } 1... Nf6 { [%eval 0.1] } 2. e4 { [%eval -0.39] } 2... g6? { [%eval 0.88] } 3. Nc3 { [%eval 0.47] } 3... Bg7?! { [%eval 1.04] } 4. e5 { [%eval 1.13] } 4... Nh5? { [%eval 2.66] } 5. Be2?! { [%eval 1.86] } 5... O-O?! { [%eval 2.46] } 6. Bxh5?! { [%eval 1.61] } 6... gxh5 { [%eval 1.47] } 7. Qxh5 { [%eval 1.46] } 7... e6?! { [%eval 2.3] } 8. Bh6 { [%eval 2.51] } 8... Bxh6 { [%eval 2.61] } 9. Qxh6 { [%eval 2.5] } 9... f6? { [%eval 3.63] } 10. Nf3? { [%eval 2.09] } 10... fxe5 { [%eval 2.17] } 11. Nxe5?! { [%eval 1.39] } 11... Rf6?? { [%eval 11.83] } 12. Qg5+ { [%eval 11.67] } 12... Kf8 { [%eval 11.27] } 13. O-O-O?? { [%eval 3.36] } 13... d5?? { [%eval 6.98] } 14. h4?? { [%eval 3.8] } 14... Nc6?! { [%eval 4.51] } 15. h5? { [%eval 2.03] } 15... Nxe5?? { [%eval 8.34] } 16. dxe5 { [%eval 7.91] } 16... Rf5? { [%eval #14] } 17. Qxd8+ { [%eval 29.28] } 17... Kg7?! { [%eval #7] } 18. Rde1?! { [%eval 25.67] } 18... Rf8?! { [%eval #7] } 19. Qg5+?! { [%eval 23.65] } 19... Kh8?! { [%eval #3] } 20. f4?! { [%eval 19.49] } 20... Bd7 { [%eval 19.02] } 21. h6 { [%eval 14.43] } 21... Bc6?! { [%eval #1] } 22. Qg7# 1-0
 Bullet ,Petrochiant,akrom4,1-0,2016.06.30,22:02:22,2165,2348,16,-18,A00,Van't Kruijs Opening,60+0,Normal,1. e3 Nf6 2. d4 g6 3. d5 Bg7 4. c4 O-O 5. Nc3 d6 6. Nf3 Nbd7 7. Bd3 a5 8. e4 Nc5 9. O-O Nxd3 10. Qxd3 e5 11. dxe6 fxe6 12. Nd4 Qe7 13. Re1 Nd7 14. h4 Ne5 15. Qh3 b6 16. Bg5 Qf7 17. f4 Nxc4 18. Rf1 e5 19. f5 exd4 20. Nd5 Nxb2 21. h5 gxf5 22. h6 Be5 23. Qh4 Qg6 24. Ne7+ Kh8 25. Nxg6+ hxg6 26. exf5 Bxf5 27. Rae1 d3 28. Rxe5 dxe5 29. Bf6+ Kh7 30. Bxe5 Nc4 31. Qe7+ Kxh6 32. Qg7+ Kh5 33. Qh7+ Kg5 34. g3 Nxe5 35. Qh4# 1-0
 Bullet tournament ,Spyandy,Pablo_M,1-0,2016.06.30,22:02:21,1801,1628,7,-6,A16,English Opening: Anglo-Gruenfeld Defense,60+0,Normal,1. c4 { [%eval 0.08] } 1... Nf6 { [%eval 0.1] } 2. Nc3 { [%eval 0.04] } 2... d5 { [%eval 0.24] } 3. cxd5 { [%eval 0.24] } 3... Nxd5 { [%eval 0.27] } 4. d4 { [%eval 0.26] } 4... Nc6 { [%eval 0.21] } 5. e4 { [%eval 0.08] } 5... Nxc3 { [%eval 0.03] } 6. bxc3 { [%eval 0.03] } 6... e5 { [%eval 0.05] } 7. d5 { [%eval 0.09] } 7... Nb8 { [%eval 0.36] } 8. Bb5+ { [%eval 0.15] } 8... c6 { [%eval 0.19] } 9. Bc4 { [%eval 0.14] } 9... Bc5 { [%eval 0.11] } 10. Nf3 { [%eval 0.16] } 10... O-O { [%eval 0.15] } 11. O-O { [%eval 0.14] } 11... cxd5 { [%eval 0.38] } 12. exd5 { [%eval 0.0] } 12... Bf5?! { [%eval 0.51] } 13. Bg5?! { [%eval -0.09] } 13... Qd6 { [%eval -0.03] } 14. Bh4 { [%eval -0.05] } 14... f6 { [%eval 0.0] } 15. Bg3 { [%eval 0.0] } 15... Re8 { [%eval 0.44] } 16. Kh1 { [%eval 0.21] } 16... Kh8?! { [%eval 0.96] } 17. Nh4 { [%eval 1.1] } 17... Bd7?! { [%eval 1.81] } 18. f4 { [%eval 1.73] } 18... exf4? { [%eval 3.28] } 19. Bxf4 { [%eval 3.3] } 19... Qe7 { [%eval 3.37] } 20. Qh5? { [%eval 1.13] } 20... Na6?? { [%eval 17.47] } 21. Ng6+ { [%eval 16.09] } 1-0
 Blitz ,Yanno,mrhide,0-1,2016.06.30,22:02:22,1140,1269,-7,7,C22,Center Game: Normal Variation,300+0,Normal,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd1 Qe7 5. Nc3 f5 6. f3 fxe4 7. fxe4 Nf6 8. Bg5 h6 9. Bxf6 Qxf6 10. Bb5 Qg6 11. g3 a6 12. Bxc6 Qxc6 13. Qd4 Bc5 14. Qxg7 Rf8 15. Qe5+ Kd8 16. Nge2 Re8 17. Qh5 d6 18. Qxh6 Bg4 19. Qg5+ Kc8 20. Qxg4+ Kb8 21. O-O-O b5 22. Qf5 b4 23. Nb1 Rxe4 24. Qf8+ Kb7 25. Qf5 Be3+ 26. Rd2 Bxd2+ 27. Nxd2 Rxe2 28. Qf1 Ree8 29. h4 a5 30. h5 a4 31. b3 axb3 32. Nxb3 Qa6 33. Kb1 Qxa2+ 34. Kc1 Qa3+ 35. Kd2 Qa2 36. h6 c5 37. h7 c4 38. Nc1 c3+ 39. Kd3 Qd5# 0-1
 Blitz ,Kizanova,jaquefrate,1-0,2016.06.30,22:02:24,1785,1556,5,-4,A01,Nimzo-Larsen Attack: Modern Variation #2,300+0,Normal,1. b3 e5 2. Bb2 d6 3. e3 Be7 4. Qe2 Bf6 5. Nc3 Nc6 6. O-O-O Be6 7. h3 Nge7 8. d3 O-O 9. g4 a5 10. Bg2 Nb4 11. Bxb7 Rb8 12. Bg2 c5 13. h4 a4 14. Nxa4 Nxa2+ 15. Kb1 Nb4 16. g5 Bxg5 17. hxg5 Bxb3 18. cxb3 Nbd5 19. Qh5 h6 20. gxh6 f6 21. hxg7 Kxg7 22. Qh7# 1-0
 Classical ,moykin,serhatburak,1-0,2016.06.30,22:02:25,1478,1609,16,-24,C30,King's Gambit Declined: Keene's Defense #2,1500+0,Normal,1. e4 e5 2. f4 Qh4+ 3. g3 Qf6 4. Nf3 exf4 5. gxf4 Qxf4 6. d4 d6 7. Bxf4 1-0
 Blitz ,Foualier,Huusi,1-0,2016.06.30,22:02:23,1958,1830,7,-7,D00,Queen's Pawn Game: Stonewall Attack,60+3,Normal,1. d4 Nf6 2. e3 d5 3. Bd3 g6 4. Nd2 Bg7 5. f4 O-O 6. Ngf3 c6 7. O-O Nbd7 8. c3 Ng4 9. Qe2 f6 10. e4 e5 11. exd5 cxd5 12. fxe5 fxe5 13. dxe5 Ndxe5 14. Nxe5 Nxe5 15. Nf3 Nxd3 16. Qxd3 Bf5 17. Qb5 Qd7 18. Qxd7 Bxd7 19. Be3 Rae8 20. Bd4 Re2 21. Rf2 Rxf2 22. Kxf2 Bxd4+ 23. cxd4 Rc8 24. Ne5 Rc2+ 25. Kg3 Bf5 26. b3 Be4 27. Nf3 g5 28. h3 h5 29. Nxg5 Rxg2+ 30. Kh4 Re2 31. Kxh5 Bd3 32. Rg1 Kf8 33. Nf3 Re4 34. Ne5 Rxd4 35. Nd7+ Ke7 36. Rg7+ Kd6 37. Nc5 Bf5 38. Nxb7+ Kc6 39. h4 Bc8 40. Nd8+ Kc5 41. Rc7+ Kb4 42. Rxc8 Ka3 43. Nc6 Rd2 44. b4 Kxa2 45. Rd8 Kb3 46. b5 Kc4 47. Nxa7 d4 48. b6 Rb2 49. Rd6 d3 50. Nc8 d2 51. Kg6 Kc5 52. Rd3 Kc6 53. h5 Kb7 54. Ne7 Kxb6 55. Nd5+ Kc5 56. Nf4 Kc4 57. Rd8 Kc3 58. h6 Kc2 59. h7 Rb6+ 60. Kg5 Rb5+ 61. Kf6 Rb6+ 62. Ne6 Rb1 63. h8=Q Rf1+ 64. Ke7 1-0
 Blitz ,Makelchess,Valdemarro,1-0,2016.06.30,22:02:25,1582,1648,13,-13,C01,French Defense: Exchange Variation,180+5,Normal,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Be2 Nf6 5. Nf3 Bd6 6. O-O Be6 7. Bg5 h6 8. Bh4 Nbd7 9. Re1 O-O 10. c4 b6 11. b3 Qc8 12. Nc3 c6 13. Qc2 a6 14. Rac1 Ba3 15. Rcd1 b5 16. cxd5 cxd5 17. Ne5 Nxe5 18. dxe5 Ne4 19. Rd3 b4 20. f3 Nxc3 21. f4 Bf5 22. h3 Qc5+ 23. Bf2 d4 24. Bh4 Nxe2+ 25. Qxe2 Bxd3 26. Qxd3 Qc3 27. Qf5 Qxe1+ 28. Bxe1 Rac8 29. Kh2 Rc1 30. Bh4 Rfc8 31. Qg4 d3 32. Bf6 g6 33. e6 d2 34. exf7+ Kxf7 35. Bh4 d1=Q 36. Qf5+ Kg7 37. Qf6+ Kg8 38. Qxg6+ Kf8 39. Qf6+ Kg8 40. Qg6+ Kf8 41. Qxh6+ Ke8 42. Qe6+ Kf8 43. Be7+ Kg7 44. Qf6+ Kh7 45. Qf5+ Kg8 46. Qg6+ Kh8 47. Bf6# 1-0
 Bullet tournament ,bastimento,fay13011,1-0,2016.06.30,22:02:21,2009,1696,4,-4,D06,Queen's Gambit Refused: Marshall Defense,60+0,Normal,1. d4 { [%eval 0.22] } 1... Nf6 { [%eval 0.17] } 2. c4 { [%eval 0.16] } 2... d5 { [%eval 0.31] } 3. Nc3 { [%eval 0.17] } 3... Bf5?! { [%eval 0.76] } 4. Nf3?! { [%eval 0.22] } 4... e6 { [%eval 0.27] } 5. Bg5 { [%eval 0.28] } 5... Bg6?! { [%eval 1.07] } 6. e3?! { [%eval 0.44] } 6... Be7?! { [%eval 1.1] } 7. cxd5?! { [%eval 0.36] } 7... Nfd7? { [%eval 2.32] } 8. dxe6 { [%eval 2.34] } 8... fxe6 { [%eval 2.36] } 9. Bxe7?! { [%eval 1.63] } 9... Qxe7 { [%eval 1.65] } 10. Qb3 { [%eval 1.64] } 10... O-O?! { [%eval 2.48] } 11. Bc4 { [%eval 2.19] } 11... b6 { [%eval 2.68] } 12. O-O { [%eval 2.29] } 12... Bf7 { [%eval 2.28] } 13. Ne5? { [%eval 0.83] } 13... Nxe5 { [%eval 1.11] } 14. dxe5 { [%eval 0.91] } 14... a5?! { [%eval 1.56] } 15. Rad1 { [%eval 1.51] } 15... a4?! { [%eval 2.22] } 16. Nxa4 { [%eval 2.17] } 16... c6? { [%eval 4.78] } 17. Nc3? { [%eval 2.38] } 17... b5 { [%eval 2.53] } 18. Bd3 { [%eval 2.29] } 18... Na6 { [%eval 2.65] } 19. Bb1 { [%eval 2.56] } 19... Nc5 { [%eval 2.76] } 20. Qc2?! { [%eval 2.08] } 20... Nb7?? { [%eval #1] } 21. Ne4?? { [%eval 3.02] } 21... c5?? { [%eval #2] } 22. Nd6?? { [%eval 2.39] } 22... Nxd6?? { [%eval #1] } 23. Qxh7# 1-0
 Bullet ,steq,Laconia,0-1,2016.06.30,22:02:24,1334,1305,-13,11,B06,Robatsch (Modern) Defense,60+0,Time forfeit,1. e4 g6 2. d4 Bg7 3. Nf3 e6 4. Be2 d5 5. O-O Nf6 6. e5 Ne4 7. Bg5 Nxg5 8. Nxg5 Qxg5 9. Bf3 O-O 10. Qd3 Qf5 11. Qb3 Nd7 12. Nd2 c5 13. g4 Qg5 14. h3 cxd4 15. Qb4 Nxe5 16. Qxd4 Nxf3+ 17. Nxf3 Qf6 18. Nh2 Re8 19. Qxf6 Bxf6 20. f4 Bxb2 21. Rab1 Bd4+ 22. Kh1 f5 23. gxf5 exf5 24. Nf3 Bg7 25. Nd4 b6 26. Nc6 Rb8 27. Nxb8 Bb7 28. Nd7 Re4 29. Ne5 Rxf4 30. Nd7 Re4 31. Ne5 Bxe5 32. Rxf5 gxf5 33. Rxb6 Rd4 34. Rxb7 Rd1+ 35. Kg2 Ra1 36. Kf3 Rxa2 0-1
 Bullet ,blu21,ANALISADOR,1-0,2016.06.30,22:02:22,1816,1599,6,-5,C40,King's Pawn Game: Busch-Gass Gambit,30+0,Time forfeit,1. e4 { [%eval 0.34] } 1... e5 { [%eval 0.41] } 2. Nf3 { [%eval 0.26] } 2... Bc5?! { [%eval 1.12] } 3. d4? { [%eval -0.08] } 3... exd4 { [%eval -0.02] } 4. Nxd4 { [%eval -0.11] } 4... Qf6 { [%eval 0.36] } 5. Be3 { [%eval 0.21] } 5... Nc6 { [%eval 0.13] } 6. Nc3? { [%eval -1.94] } 6... Nxd4 { [%eval -1.46] } 7. Bxd4? { [%eval -3.82] } 7... Bxd4 { [%eval -3.89] } 8. Qe2?? { [%eval -9.32] } 8... Bxc3+ { [%eval -9.25] } 9. bxc3?! { [%eval -11.2] } 9... Qxc3+ { [%eval -11.14] } 10. Qd2 { [%eval -10.98] } 10... Qxa1+ { [%eval -10.95] } 11. Qd1 { [%eval -10.89] } 11... Qe5 { [%eval -10.32] } 12. Be2 { [%eval -10.52] } 12... Ne7 { [%eval -10.07] } 13. O-O { [%eval -10.15] } 13... d6 { [%eval -9.94] } 14. g3 { [%eval -10.62] } 14... O-O { [%eval -10.52] } 15. f4 { [%eval -11.67] } 15... Qxe4 { [%eval -11.49] } 16. Bd3 { [%eval -12.18] } 16... Qd4+ { [%eval -12.17] } 17. Kg2 { [%eval -12.15] } 17... Qd5+ { [%eval -11.84] } 18. Kg1 { [%eval -13.7] } 18... Qc5+ { [%eval -13.32] } 19. Kh1 { [%eval -14.41] } 19... Bh3 { [%eval -13.97] } 20. Qh5 { [%eval -29.72] } 20... g6?! { [%eval -9.4] } 21. Qxh3 { [%eval -9.25] } 21... Nf5?! { [%eval -8.55] } 22. Bxf5 { [%eval -8.43] } 22... gxf5 { [%eval -8.21] } 23. Qxf5? { [%eval #-12] } 1-0
 Blitz ,MerliniX,peter1985,1-0,2016.06.30,22:02:26,1815,1906,13,-13,C01,French Defense: Exchange Variation,300+0,Normal,1. e4 e6 2. d4 d5 3. exd5 exd5 4. Nf3 Nf6 5. Bd3 Bg4 6. Bg5 Be7 7. Nbd2 O-O 8. O-O Nbd7 9. Re1 Re8 10. h3 Bh5 11. Nf1 h6 12. Bf4 c6 13. Ng3 Bxf3 14. Qxf3 Nf8 15. Nf5 Ne6 16. Bxh6 gxh6 17. Nxh6+ Kf8 18. Qg3 Qd6 19. Qh4 Nf4 20. Nf5 Qc7 21. Qh8+ Ng8 22. Qg7# 1-0
 Blitz tournament ,gpoly,alearso,1-0,2016.06.30,22:02:27,1471,1634,20,-22,B40,Sicilian Defense: French Variation,300+0,Time forfeit,1. e4 c5 2. Nf3 e6 3. Bc4 a6 4. a3 Nc6 5. O-O b5 6. Ba2 Bb7 7. c4 b4 8. axb4 Nxb4 9. Nc3 d6 10. Bb1 Ne7 11. d4 cxd4 12. Qa4+ Nec6 13. Nxd4 Qd7 14. Rd1 Ne5 15. Qxd7+ Kxd7 16. Nb3 Be7 17. Be3 Nxc4 18. Bf4 Nxb2 19. Nc5+ Kc7 20. Rd4 a5 21. Rc4 e5 22. Na6+ Kb6 23. Nxb4 Nxc4 24. Nc2 exf4 25. Ba2 Ba6 26. Rb1+ Kc7 27. Nd5+ 1-0
 Classical ,paullp,guy2lusignan,0-1,2016.06.30,22:02:23,1509,1549,-10,10,C50,Four Knights Game: Italian Variation,300+5,Normal,1. e4 e5 2. Nc3 Nc6 3. Bc4 Nf6 4. Nf3 Bc5 5. O-O O-O 6. d3 Na5 7. a3 Nxc4 8. dxc4 c6 9. b4 Bb6 10. Bb2 Bc7 11. Ne2 Ng4 12. Ng3 d6 13. c5 dxc5 14. Qxd8 Rxd8 15. h3 Nf6 16. Bxe5 Bxe5 17. Nxe5 cxb4 18. axb4 h6 19. c4 Nh5 20. Nxh5 f6 21. Nf3 Kf7 22. Rfd1 Be6 23. Nf4 Bxc4 24. Rxd8 Rxd8 25. Rc1 Bb5 26. Ra1 a6 27. Nh5 b6 28. Nh4 c5 29. bxc5 bxc5 30. Nf5 g6 31. Nxh6+ Ke6 32. Nf4+ Ke5 33. Nf7+ Kxf4 34. Nxd8 Kxe4 35. f3+ Ke5 36. Nf7+ Ke6 37. Nd8+ Ke7 38. Nb7 c4 39. Nc5 c3 40. Nxa6 c2 41. Nc5 Kd6 42. Ne4+ Kd5 43. Nc3+ Kc4 44. Ne2 Kd3 45. Kf2 Kd2 46. Rc1 Bxe2 47. Rxc2+ Kxc2 48. Kxe2 Kc3 49. Ke3 Kc2 50. g4 Kc3 51. f4 Kc4 52. Ke4 Kc5 53. f5 g5 54. Kf3 Kd5 55. Kg3 Ke5 56. h4 gxh4+ 57. Kxh4 Kf4 58. g5 fxg5+ 59. Kh5 Kxf5 60. Kh6 g4 61. Kh5 Kf4 62. Kh4 g3 63. Kh3 Kf3 0-1
 Blitz tournament ,aladin_00,sprbrrng,0-1,2016.06.30,22:02:27,1770,1746,-12,12,E94,"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line",300+0,Normal,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. Nf3 d6 5. e4 O-O 6. Be2 Nbd7 7. O-O e5 8. d5 Nc5 9. Qc2 a5 10. a3 Bg4 11. h3 Bxf3 12. Bxf3 Ne8 13. Be3 b6 14. b4 Nd7 15. Qd2 f5 16. exf5 gxf5 17. Bh6 Qf6 18. Bxg7 Qxg7 19. g3 f4 20. Bg4 Nef6 21. Be6+ Kh8 22. Kh2 Rae8 23. gxf4 exf4 24. Rg1 Qh6 25. Qxf4 Qxf4+ 26. Rg3 Qxf2+ 27. Rg2 Qf4+ 28. Kh1 Rg8 29. Bxg8 Rxg8 0-1
 Blitz tournament ,horacioalberto,remchene,0-1,2016.06.30,22:02:27,1782,1898,-8,9,C58,"Italian Game: Two Knights Defense, Polerio Defense, Bogoljubov Variation",300+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5 5. exd5 Na5 6. Bb5+ c6 7. dxc6 bxc6 8. Qf3 Rb8 9. Bxc6+ Nxc6 10. Qxc6+ Nd7 11. d4 Be7 12. Nf3 Bb7 13. Qc3 Bb4 14. Qxb4 Bxf3 15. Qd6 Rb6 16. Qa3 Bxg2 17. Rg1 Rg6 18. Nd2 exd4 19. Nc4 Qe7+ 20. Kd1 Qxa3 21. bxa3 Bf3+ 22. Kd2 Rxg1 23. Bb2 Rxa1 24. Bxa1 O-O 25. Bxd4 Rd8 26. c3 Nb6 27. Ne5 Bb7 28. Kc2 f6 29. Nd3 Re8 30. Nc5 Be4+ 31. Kb3 Bd5+ 32. Kb4 Re2 33. a4 Rxa2 34. a5 Nc4 35. Na4 a6 36. Nc5 Rb2+ 37. Ka4 Bc6# 0-1
 Classical ,oev,Raymanza,1-0,2016.06.30,22:02:28,1633,1529,8,-8,C48,Four Knights Game: Spanish Variation,600+0,Normal,1. e4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. Bb5 Nb4 5. a3 c6 6. axb4 cxb5 7. Nxb5 Qb6 8. c4 Ng4 9. O-O Qh6 10. Nc7+ Kd8 11. Nxa8 Bxb4 12. h3 Nf6 13. Nxe5 Qg6 14. Nxg6 1-0
 Blitz tournament ,skeith73,mictlan,1-0,2016.06.30,22:02:27,1650,1729,15,-14,A20,English Opening: King's English Variation,300+0,Time forfeit,1. c4 e5 2. g3 Nc6 3. Bg2 d6 4. Nc3 Be7 5. e3 Nf6 6. Nge2 O-O 7. a3 Rb8 8. b4 a6 9. Bb2 h6 10. O-O Nh7 11. d4 f6 12. Nd5 exd4 13. Nxe7+ Qxe7 14. Nxd4 Ne5 15. Qb3 Kh8 16. b5 axb5 17. Nxb5 Bg4 18. Nc3 Be6 19. Nd5 Qf7 20. f4 c6 21. fxe5 cxd5 22. cxd5 Bg4 23. e6 Qe7 24. h3 Bh5 25. Qc2 Rfc8 26. Qd3 Nf8 27. Rfc1 Bg6 28. Qd2 Rc5 29. Rc3 Rbc8 30. Rac1 b6 31. a4 1-0
 Bullet ,liget,ntwong,1-0,2016.06.30,22:02:28,1298,1383,13,-13,A16,"English Opening: Anglo-Indian Defense, Queen's Knight Variation",120+1,Normal,1. c4 Nf6 2. Nc3 c5 3. e3 Nc6 4. Nge2 d5 5. cxd5 Nxd5 6. Nxd5 Qxd5 7. Nf4 Qd6 8. Bc4 e6 9. O-O g5 10. Nh5 h6 11. Nf6+ Ke7 12. Ne4 Qc7 13. Nxc5 b6 14. Ne4 f5 15. Nc3 Bg7 16. d4 e5 17. Qb3 exd4 18. exd4 Nxd4 19. Qa3+ Kd8 20. Nd5 Qxc4 21. Qe7# 1-0
 Blitz ,roofbreaker,shahin720,1-0,2016.06.30,22:02:29,2028,2060,12,-11,B01,Scandinavian Defense: Modern Variation #2,180+2,Normal,1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Bc4 Nb6 5. Bb3 Bf5 6. Qf3 e6 7. Qxb7 c6 8. Na4 Qc8 9. Qxc8+ Nxc8 10. Nf3 Nd7 11. d3 Ncb6 12. Nxb6 axb6 13. Nd4 c5 14. Nxf5 exf5 15. Bd5 Rd8 16. Bc6 Bd6 17. Bg5 f6 18. Bd2 Kf7 19. Bd5+ Kg6 20. O-O Ne5 21. f4 Nf7 22. Rf3 Rd7 23. Re1 h5 24. Rg3+ Kh6 25. Be6 Ra7 26. a3 g6 27. Bxf7 Rxf7 28. Re6 Rd8 29. Rge3 Bxf4 30. Re2 Bxd2 31. Rxd2 Rb8 32. Rde2 Rbb7 33. Rc6 Kg7 34. Ree6 f4 35. Rxb6 Rxb6 36. Rxb6 Re7 37. Kf2 g5 38. a4 g4 39. a5 h4 40. a6 Kg6 41. Rb7 Re6 42. a7 Ra6 43. c3 Ra2 44. d4 cxd4 45. cxd4 Kf5 46. Ke2 Ke4 47. Rf7 Kxd4 48. Rxf6 Ke5 49. Rb6 Ke4 50. Rb4+ Kf5 51. Kd3 Rxa7 52. Rb5+ Ke6 53. Ke4 Rf7 54. Rb6+ Ke7 55. Rb7+ Kf6 56. Rxf7+ Kxf7 57. Kxf4 h3 58. gxh3 gxh3 59. Kg3 Ke6 60. Kxh3 Kd5 61. Kg4 Kc4 62. h4 Kb3 63. h5 Kxb2 64. h6 Kb3 65. h7 Kc4 66. h8=Q Kd5 67. Qe8 1-0
 Bullet ,ALMADINAH,M3rC3L_CCas,0-1,2016.06.30,22:02:25,1726,1648,-14,14,A13,English Opening: Agincourt Defense,30+0,Time forfeit,1. c4 { [%eval 0.08] } 1... e6 { [%eval 0.23] } 2. e3 { [%eval 0.09] } 2... Bc5 { [%eval 0.44] } 3. a3 { [%eval 0.31] } 3... b6 { [%eval 0.48] } 4. b3 { [%eval 0.13] } 4... Bb7 { [%eval 0.15] } 5. Bb2 { [%eval 0.29] } 5... d5?? { [%eval 5.29] } 6. cxd5?? { [%eval 1.32] } 6... Bxd5?? { [%eval 5.81] } 7. Nc3?? { [%eval 0.44] } 7... Be7? { [%eval 3.18] } 8. Qc2? { [%eval 0.81] } 8... Bb7? { [%eval 2.51] } 9. O-O-O? { [%eval -0.27] } 9... c6 { [%eval -0.06] } 10. Kb1 { [%eval 0.05] } 10... Nd7 { [%eval 0.0] } 11. Nf3 { [%eval 0.02] } 11... b5 { [%eval 0.29] } 12. h4 { [%eval 0.02] } 12... a5 { [%eval 0.05] } 13. d4 { [%eval 0.0] } 13... b4 { [%eval 0.25] } 14. Na4 { [%eval 0.0] } 14... bxa3 { [%eval -0.35] } 15. Ba1 { [%eval -0.75] } 15... Nb6? { [%eval 1.69] } 16. d5 { [%eval 1.65] } 16... Nxa4? { [%eval 3.4] } 17. bxa4? { [%eval 1.65] } 17... cxd5? { [%eval 4.1] } 18. Bxg7 { [%eval 3.81] } 18... Qb6+? { [%eval 6.68] } 19. Ka1?? { [%eval 2.49] } 19... Rc8 { [%eval 2.5] } 20. Qb1 { [%eval 2.26] } 20... Qc6?? { [%eval 8.23] } 21. Rc1? { [%eval 6.56] } 21... Qc3+?? { [%eval 20.29] } 22. Rxc3 { [%eval 19.96] } 22... Rxc3 { [%eval 19.8] } 23. Bxc3 { [%eval 19.41] } 23... Bb4 { [%eval 21.47] } 24. Bxh8 { [%eval 20.89] } 24... Bc3+ { [%eval 68.44] } 25. Ka2 { [%eval 22.29] } 25... d4?! { [%eval #7] } 0-1
 Bullet ,JessicaRubbit,nilo1968,1-0,2016.06.30,22:02:24,1960,1678,4,-4,A43,Franco-Benoni Defense,60+0,Time forfeit,1. e4 { [%eval 0.21] } 1... e6 { [%eval 0.18] } 2. d4 { [%eval 0.17] } 2... c5 { [%eval 0.65] } 3. d5 { [%eval 0.62] } 3... d6 { [%eval 0.58] } 4. dxe6 { [%eval 0.3] } 4... Bxe6 { [%eval 0.53] } 5. e5? { [%eval -0.79] } 5... dxe5 { [%eval -0.6] } 6. Qxd8+ { [%eval -0.56] } 6... Kxd8 { [%eval -0.43] } 7. Bb5?! { [%eval -1.21] } 7... a6 { [%eval -1.26] } 8. Bd3 { [%eval -1.24] } 8... Nc6 { [%eval -1.13] } 9. Nc3 { [%eval -1.43] } 9... f6?! { [%eval -0.77] } 10. Be3 { [%eval -0.96] } 10... Bd6?! { [%eval -0.22] } 11. Ne4 { [%eval -0.24] } 11... Kc7 { [%eval -0.3] } 12. Bxc5 { [%eval -0.6] } 12... Bxc5 { [%eval -0.3] } 13. Nxc5 { [%eval -0.11] } 13... Bd5 { [%eval -0.09] } 14. f3?! { [%eval -0.65] } 14... Nge7 { [%eval -0.28] } 15. O-O-O { [%eval -0.51] } 15... Rad8 { [%eval -0.15] } 16. Nh3 { [%eval -0.3] } 16... Nd4 { [%eval -0.24] } 17. Be4 { [%eval -0.47] } 17... Bxe4 { [%eval -0.41] } 18. fxe4 { [%eval -0.39] } 18... Nec6 { [%eval 0.06] } 19. c3 { [%eval 0.06] } 19... Ne2+?! { [%eval 0.78] } 20. Kc2 { [%eval 0.79] } 20... Kb6 { [%eval 1.01] } 21. Rxd8 { [%eval 0.82] } 21... Rxd8 { [%eval 0.94] } 22. Ne6 { [%eval 0.73] } 22... Rd7 { [%eval 0.72] } 23. Nf2?! { [%eval -0.2] } 23... Re7 { [%eval -0.02] } 24. Nd8? { [%eval -1.83] } 24... Nxd8 { [%eval -1.85] } 25. Nd3? { [%eval -4.26] } 25... Nf4 { [%eval -4.27] } 26. Nb4?! { [%eval -4.93] } 26... Kc7?! { [%eval -4.01] } 27. Nd5+? { [%eval -5.04] } 27... Nxd5 { [%eval -4.92] } 28. exd5 { [%eval -4.98] } 28... Rd7 { [%eval -4.76] } 29. Rd1 { [%eval -4.91] } 29... Ne6?? { [%eval -1.75] } 30. c4? { [%eval -4.69] } 1-0
